EMOT|SIT
3|when a friend carelessly break and object in -PRON- parent 's house á and do not apologize , or pay , or anything .
3|-PRON- peer do not want -PRON- to meet someone during rush for fear that á -PRON- would give -PRON- a bad outlook on -PRON- sororoty house . -PRON- should not á have see this , but -PRON- blow and -PRON- do .
3|if -PRON- force -PRON- to eat something -PRON- do not like . for example , -PRON- á parent always twaddle and whine , when -PRON- do not eat all the food .
1|-PRON- do not like -PRON- former fob and feel joy when -PRON- receive a á telegram offer -PRON- a new one that -PRON- though well and for which á -PRON- have be wait .
2|the weather be very bad ( fog and slipperiness ) the newcast á report many traffic accident and -PRON- boyfriend be drive home á and still have 60 kilometer to go .
3|-PRON- be crazy about football . when -PRON- team lose a goal in the Paulist á championship , and so -PRON- lose the classification .
7|-PRON- have a girlfriend which -PRON- use to call regularly . then -PRON- do not á phone -PRON- for a while . at a certain moment -PRON- feel a little á tension which become bad .
1|one night -PRON- have a very good conversation with two friend . -PRON- then á realize how worthy -PRON- be for -PRON- and how happy -PRON- be to á have -PRON- as friend .
6|a friend come for dinner with -PRON- at home . -PRON- parent be á ordinary people . -PRON- mother , however , use the very expensive á porcelain dinner - service and the silver cutlery . -PRON- feel very á ashamed .
1|-PRON- get a letter from -PRON- good friend , whom -PRON- have not hear from for á a long time ( a good letter ) .
7|when -PRON- cheat -PRON- trusting girlfriend by tell -PRON- that -PRON- be a á qualify doctor and later -PRON- find out that -PRON- be only a á medical student at the preclinical level .
2|-PRON- feel very frightened when a robber break into -PRON- house and á threaten to shoot -PRON- father if -PRON- do not part with some money . á   -PRON- be look at the man with -PRON- hand on the trigger .
5|-PRON- live together with -PRON- boyfriend . one night -PRON- stay away and á next day -PRON- tell -PRON- that -PRON- have chat up with another girl .
7|-PRON- have to decline an appointment which have be very important for á the other person . for this reason -PRON- even get into trouble .
5|-PRON- life - partner be go through a crisis ( way of life , old - fashioned value ) á and can only get out of -PRON- by talk bold decision .   -PRON- have á notice -PRON- cowardice and attempt to escape -PRON- problem by á drinking .   -PRON- detest -PRON- drinking and -PRON- be full of self - pity .
1|-PRON- act in an english play in college and get the Best Actress á award , while -PRON- play get the first place .
4|the dying of a close member of the family .
7|sell the appartment after -PRON- divorce .
1|-PRON- have be very weary all week - no letter , no phonecall , no á visitor and then -PRON- young sister come with some cheese , a card á and some pocket money for -PRON- ; and -PRON- tell -PRON- that -PRON- be á work now .
6|-PRON- can not remember ever feel shame .
7|-PRON- feel guilty one day when -PRON- steal a slice of bread in a á cafeteria .
5|bad temper of the serve lady in the student ' dining hall .
3|once , during a performance -PRON- do not sing the way -PRON- have to .
3|when -PRON- be at s.y.bajaj -PRON- want to get admission in another á college and this be not easy and -PRON- feel angry .
1|when -PRON- fall in love .
1|after a weekend at a seminar -PRON- see -PRON- husband again . -PRON- hurry á home hoping -PRON- would be there . -PRON- embrace - -PRON- enjoy feel á -PRON- body .
4|pass away of -PRON- father .
3|-PRON- sister once steal -PRON- mother 's money and make -PRON- very angry .   á after this -PRON- mother would beat -PRON- up for unreasonable reason .   á one day -PRON- sister lend -PRON- book to a friend without tell -PRON- á mother about -PRON- .   when -PRON- mother learn this -PRON- beat -PRON- up and á even threaten -PRON- with a pair of scissor .  
1|when the bank let -PRON- borrow some money this winter , after -PRON- á grant be spend .
1|-PRON- have an interview for entry into college . the result be to be á announce on radio . after a long period of wait the result á be release . -PRON- have succede - tension be relieve by joy .
3|the sport fisherman who catch gull instead of fish with -PRON- hook . á    -PRON- be often a mistake but -PRON- make -PRON- angry .
4|-PRON- be sad to hear that -PRON- brother have a motorbike accident .
1|when -PRON- learn that -PRON- have be admit to the university .
3|-PRON- have fix time for practice as -PRON- have to participate in the á inter - department song contest .   -PRON- arrive and find that there á be nobody there .   when -PRON- go to the canteen -PRON- find -PRON- eat á lunch .   -PRON- be so angry that -PRON- air -PRON- greviance to one of -PRON- á and then leave .
5|when -PRON- board Yanu Yanu bus -PRON- sit near a man who be smoke á tobacco .
4|-PRON- mother unjustly become very angry with -PRON- and send -PRON- to -PRON- á room while -PRON- father explain that the way -PRON- see thing be á not correct . -PRON- have do thing with the good intention .
1|[ be close to another person . ]
7|"when -PRON- be about 14 year old , -PRON- \borrowed\ "" a can of drink from á"
2|movement in bush late at night while camping .
2|-PRON- have a very horrible dream one night , -PRON- dream that -PRON- have fall á off a very crowded train .
3|-PRON- have a date with a friend to see a movie and -PRON- friend be late . á   -PRON- wait for a long hour and be very angry .
4|when -PRON- beloved uncle be shoot dead by relative .
7|-PRON- have be guilty of gossip and blame other , and one of -PRON- á superior at the workplace make a formal reprimand .
3|a good friend deceive -PRON- . because of that little quarrel -PRON- á relationship finish , mainly because -PRON- be not honest . -PRON- be á very angry about that .
3|when some friend betray -PRON- friendship .
4|loss of close relative .
6|when -PRON- be angry at someone without a good reason . later on -PRON- á prove that -PRON- do not do anything wrong .
2|-PRON- be sleep when -PRON- hear the neighbour scream , -PRON- peep á through the window and see a thief   try to enter -PRON- á neighbour 's house .
7|a friend of mine say in a group that -PRON- feel lonely and á withdraw from everyone because of mental deficiency .
3|when -PRON- boss cut off -PRON- vacation say that in that month -PRON- á would not be possible , and after some time -PRON- let another girl á take vacation that month . the anger be because of the á resentment . result from -PRON- bad relationship .
7|no ideal result in the University entrance examn , guilty to á family and friend .
5|some boy not cue in the dining hall .
4|-PRON- be away to school ( Primary ) . in -PRON- abscence -PRON- young brother á at home get sick suddenly . -PRON- parent take -PRON- to hospital . on á the way -PRON- die . -PRON- come to -PRON- as a sad , sudden and shocking á news and -PRON- feel very sad .
5|while walk in town -PRON- notice how the police harrasse a man á who be under the influence of alcohol .   -PRON- terrify -PRON- with á the thought of arrest by drive close behind -PRON- on a pedestrian á street .   -PRON- disgust be direct at the gesture and the facial á expression of the policeman ; -PRON- seem to be enjoy á -PRON- .
3|-PRON- get angry with people who attain certain status without á deserve -PRON- , only with the support , authority and influence of á other people .
7|-PRON- feel guilty when -PRON- read an advertisement for a job as a chemist á in the newspaper and when -PRON- friend ask -PRON- if -PRON- have apply for á that job , -PRON- tell -PRON- that -PRON- have not even see the paper of that á day .
5|disgust with drunk people .
3|one night -PRON- could not practise -PRON- violin as -PRON- family be á watch T.V with the light off , so -PRON- want to listen to some á tape .   -PRON- be dark so -PRON- ask -PRON- brother to bring -PRON- a torch , á however -PRON- scold -PRON- .   -PRON- be so angry that -PRON- slam -PRON- violin á on the floor .
1|-PRON- son be register to get admission in grade one of the          á primary school .   the chance of -PRON- get a place there be 1/10 .   á two week later -PRON- be inform that -PRON- have be enrol .
5|-PRON- brother give -PRON- a beating because -PRON- could not beat -PRON- á verbally .
3|in 1983 a sadist provoke -PRON- sister in -PRON- presence .   -PRON- try á to force -PRON- sister into accompany -PRON- to -PRON- place , but -PRON- á sister do not agree and so -PRON- be kick and -PRON- fall down .   á there be a fight .
7|when -PRON- friend be punish for something that -PRON- have do .
1|when -PRON- see -PRON- family after a separation of one year .
7|when -PRON- be catch sneak back into the house at night after á have   go to a disco without permission .
7|not applicable to -PRON- .
2|-PRON- be a kindergarten teacher and -PRON- be thoroughly weary of -PRON- job .   á after have take the university entrance exam -PRON- suffer from á anxiety for week as -PRON- do not want to carry on with -PRON- work - study á be the only alternative .
